store_name,place,range_money,max_money,star_score_re,posi_nega_score_re,satisfy_score_re,insta_score_re,calm_score_re,service_score_re,picture_url,link_url
よかたい ソラリアステージ店,天神,"￥1,000～￥1,999",2000,1.45,4.242762116,2.193604651,0.714285714,1.11627907,0.965116279,https://tblg.k-img.com/restaurant/images/Rvw/270522/640x640_rect_db714803c60bb50065a5551c50abcf3c.jpg,https://tabelog.com/fukuoka/A4001/A400103/40062980/
笑楽 春吉店,天神,"￥4,000～￥4,999",5000,1.45,3.925079719,2.769369369,1.1003861,1.675675676,1.310810811,https://tblg.k-img.com/restaurant/images/Rvw/267525/640x640_rect_47f89e662e3a81c3c192ba79ebfc08ef.jpg,https://tabelog.com/fukuoka/A4001/A400103/40005403/
和牛焼肉大衆酒場 ホルモン博多春吉のじゃん横,天神,"￥3,000～￥3,999",4000,1.45,3.014641491,2.335555556,0.714285714,1,0.833333333,https://tblg.k-img.com/restaurant/images/Rvw/262370/640x640_rect_1968fea9256b988663e46e1dc36f6bb2.jpg,https://tabelog.com/fukuoka/A4001/A400103/40050866/
あら鍋 クエ料理とイカ活造り 博多かんべえ 春吉天神邸,天神,"￥10,000～￥14,999",15000,1.45,4.8237007,1.803225806,1.6359447,1.483870968,1.467741935,https://tblg.k-img.com/restaurant/images/Rvw/244141/640x640_rect_87c1663cab641bdd40cd07a9b5862bc5.jpg,https://tabelog.com/fukuoka/A4001/A400103/40054102/
博多華味鳥 天神店,天神,"￥5,000～￥5,999",6000,1.4,3.812073538,2.08436214,0.714285714,1.617283951,1.117283951,https://tblg.k-img.com/restaurant/images/Rvw/240708/640x640_rect_7497ed03d8bbf58fa738eb2436656ad5.jpg,https://tabelog.com/fukuoka/A4001/A400103/40020816/
博多一口餃子　たけとら,天神,"￥2,000～￥2,999",3000,1.4,3.095226626,1.660616438,0.714285714,1,1.184931507,https://tblg.k-img.com/restaurant/images/Rvw/214741/640x640_rect_f50a69f2eb3cdb544e2ed6a855549fd4.jpg,https://tabelog.com/fukuoka/A4001/A400103/40047543/
全席個室 せせらぎを聴きながら 西中洲店,天神,"￥4,000～￥4,999",5000,1.4,2.943828276,0.93002451,1.344537815,1.661764706,1.823529412,https://tblg.k-img.com/restaurant/images/Rvw/238554/640x640_rect_62ae83b19df86de69eb32b440991d9a0.jpg,https://tabelog.com/fukuoka/A4001/A400103/40050198/
笑伝 春吉店,天神,"￥4,000～￥4,999",5000,1.4,3.906186088,1.224011299,0.714285714,1.169491525,1.516949153,https://tblg.k-img.com/restaurant/images/Rvw/249118/640x640_rect_d206f35b3be52327379f00b61ac57930.jpg,https://tabelog.com/fukuoka/A4001/A400103/40058862/
まま魚,天神,"￥1,000～￥1,999",2000,1.4,2.42283913,2.508333333,1.394557823,1.357142857,0.976190476,https://tblg.k-img.com/restaurant/images/Rvw/233027/640x640_rect_ae795d0c06379121bb5de2337ed0370e.jpg,https://tabelog.com/fukuoka/A4001/A400103/40036846/
鮨・酒・肴 杉玉  天神,天神,"￥3,000～￥3,999",4000,1.4,2.69923874,1.575793651,0.714285714,1,1.214285714,https://tblg.k-img.com/restaurant/images/Rvw/261562/640x640_rect_b37b18c7dbda0c912dda8b9b9f06c3d0.jpg,https://tabelog.com/fukuoka/A4001/A400103/40058664/
マスチキ 天神店,天神,"￥3,000～￥3,999",4000,1.4,4.348919659,2.610714286,1.12244898,1.142857143,1.357142857,https://tblg.k-img.com/restaurant/images/Rvw/253921/640x640_rect_467ef7acadfc8edf77413638332db28f.jpg,https://tabelog.com/fukuoka/A4001/A400103/40058201/
博多 豚80,天神,"￥4,000～￥4,999",5000,1.4,4.323664856,2.181018519,0.714285714,1,0.5,https://tblg.k-img.com/restaurant/images/Rvw/264003/640x640_rect_c5b062c918f76f5da52a090c4e560b8a.jpg,https://tabelog.com/fukuoka/A4001/A400103/40036246/
39うどん,天神,～￥999,1000,1.4,2.68447273,2.091421569,0.714285714,1.147058824,1.088235294,https://tblg.k-img.com/restaurant/images/Rvw/251607/640x640_rect_c7b4bcc431aa9f052c4b21c3f4a5b587.jpg,https://tabelog.com/fukuoka/A4001/A400103/40055668/
串かつ 千寿,天神,"￥4,000～￥4,999",5000,1.4,4.824478725,2.696505376,1.175115207,1.483870968,1.14516129,https://tblg.k-img.com/restaurant/images/Rvw/185891/640x640_rect_22f7b7ec47bc8e02eca988a0f1e95e6f.jpg,https://tabelog.com/fukuoka/A4001/A400103/40027126/
天ぷら×焼小籠包 食堂◎まるに,天神,"￥1,000～￥1,999",2000,1.35,2.718945623,1.98799435,1.440677966,1.169491525,0.669491525,https://tblg.k-img.com/restaurant/images/Rvw/264265/640x640_rect_562f3f00f5a9549620fe38b594495f3c.jpg,https://tabelog.com/fukuoka/A4001/A400103/40059593/
炙り炉端 山尾 天神店,天神,"￥5,000～￥5,999",6000,1.35,3.208604003,1.414224138,0.714285714,1.431034483,1.879310345,https://tblg.k-img.com/restaurant/images/Rvw/226513/640x640_rect_58f4fb3fa1909e9ebe58e3840101ab71.jpg,https://tabelog.com/fukuoka/A4001/A400103/40041330/
餃子のたっちゃん 天神西通り店,天神,"￥2,000～￥2,999",3000,1.3,4.127883539,1.931981982,0.907335907,1.135135135,0.905405405,https://tblg.k-img.com/restaurant/images/Rvw/263279/640x640_rect_acb467ded12740917f1bfbe940be9189.jpg,https://tabelog.com/fukuoka/A4001/A400103/40048468/
天王 福岡店,天神,"￥6,000～￥7,999",8000,1.25,1.385748452,2.673710317,0.714285714,2.071428571,0.619047619,https://tblg.k-img.com/restaurant/images/Rvw/54916/640x640_rect_54916800.jpg,https://tabelog.com/fukuoka/A4001/A400103/40005234/
めんちゃんこ亭 天神店,天神,"￥2,000～￥2,999",3000,1.25,4.174541759,1.717045455,0.714285714,1.303030303,0.5,https://tblg.k-img.com/restaurant/images/Rvw/262999/640x640_rect_c19404bc2214ad7038d24d9e95de1186.jpg,https://tabelog.com/fukuoka/A4001/A400103/40049319/
まつり,天神,"￥4,000～￥4,999",5000,1.25,3.925079719,1.42755102,0.714285714,1.102040816,0.704081633,https://tblg.k-img.com/restaurant/images/Rvw/258127/640x640_rect_c21ede350ef58f24060042ae15ef7c88.jpg,https://tabelog.com/fukuoka/A4001/A400103/40042704/
酒場 踊るうぐいす,天神,"￥3,000～￥3,999",4000,1.25,4.411144988,1.980492424,1.038961039,1.454545455,1.636363636,https://tblg.k-img.com/restaurant/images/Rvw/228020/640x640_rect_f5970b2d7084b7a8c920f0e244c0ca0f.jpg,https://tabelog.com/fukuoka/A4001/A400103/40049144/
今泉小路 日和日,天神,"￥1,000～￥1,999",2000,1.25,4.337916257,2.852252252,3.416988417,4.378378378,2.121621622,https://tblg.k-img.com/restaurant/images/Rvw/264431/640x640_rect_e122d9609770e2923d2649f3e7f8d9d5.jpg,https://tabelog.com/fukuoka/A4001/A400103/40036504/
dois lagos,天神,"￥3,000～￥3,999",4000,1.25,3.657856893,3.030238095,0.714285714,1.142857143,1.928571429,https://tblg.k-img.com/restaurant/images/Rvw/222782/320x320_square_a50bcd6c3e6b8c905100419b8fa51bae.jpg,https://tabelog.com/fukuoka/A4001/A400103/40005441/
とりかわ彦次郎,天神,"￥3,000～￥3,999",4000,1.25,0.649719978,1.699444444,0.714285714,1,1.5,https://tblg.k-img.com/restaurant/images/Rvw/253287/640x640_rect_1e8f9e9473d468f1815a8d515a89c5ea.jpg,https://tabelog.com/fukuoka/A4001/A400103/40046876/
n．Quad,天神,"￥5,000～￥5,999",6000,1.25,4.792699019,1.0421875,2.5,1.15625,1.4375,https://tblg.k-img.com/restaurant/images/Rvw/204786/640x640_rect_a3a522273de04cd5fc0266de792db8fe.jpg,https://tabelog.com/fukuoka/A4001/A400103/40034656/
餃子のラスベガス,大名,"￥2,000～￥2,999",3000,3.45,4.404565992,2.735,1.142857143,1.35,1.1,https://tblg.k-img.com/restaurant/images/Rvw/241922/640x640_rect_9039bf828b21bd4eefab98d8a3c6b4d2.jpg,https://tabelog.com/fukuoka/A4001/A400104/40049220/
釜喜利うどん,大名,"￥1,000～￥1,999",2000,3.35,3.773476453,2.412017544,0.714285714,1,0.710526316,https://tblg.k-img.com/restaurant/images/Rvw/172162/640x640_rect_56620aeb4b8fc168a188e710ab9c8fd9.jpg,https://tabelog.com/fukuoka/A4001/A400104/40034851/
赤坂 こみかん,大名,"￥8,000～￥9,999",10000,3.35,4.646443439,2.365656566,0.858585859,1.252525253,1.712121212,https://tblg.k-img.com/restaurant/images/Rvw/108997/640x640_rect_423a1a9e318590c04b89569bbdab775f.jpg,https://tabelog.com/fukuoka/A4001/A400104/40048747/
台所ようは/とんかつようは,大名,"￥6,000～￥7,999",8000,3.35,2.923414338,2.583514493,1.645962733,1.97826087,1.369565217,https://tblg.k-img.com/restaurant/images/Rvw/210377/640x640_rect_bd9b69973402432be8d5e8c13f53951d.jpg,https://tabelog.com/fukuoka/A4001/A400104/40055757/
馳走や直 赤坂本店,大名,"￥15,000～￥19,999",20000,3.2,4.534151319,3.263709677,0.944700461,1.725806452,3.241935484,https://tblg.k-img.com/restaurant/images/Rvw/88741/640x640_rect_88741880.jpg,https://tabelog.com/fukuoka/A4001/A400104/40031943/
もつ鍋 田しゅう 福岡大名本店,大名,"￥5,000～￥5,999",6000,3.05,4.105202821,1.71925,0.857142857,1.05,1.1,https://tblg.k-img.com/restaurant/images/Rvw/270017/640x640_rect_07845abff048117ac7622f87bee3a770.jpg,https://tabelog.com/fukuoka/A4001/A400104/40024061/
永らく,大名,"￥5,000～￥5,999",6000,3,4.379786869,1.940853659,0.714285714,1.975609756,1.963414634,https://tblg.k-img.com/restaurant/images/Rvw/259565/640x640_rect_f1633485266c4ae8c6a375468e366d10.jpg,https://tabelog.com/fukuoka/A4001/A400104/40047088/
しんすけ,大名,"￥6,000～￥7,999",8000,2.95,4.560888501,2.52910628,0.921325052,1.507246377,1.369565217,https://tblg.k-img.com/restaurant/images/Rvw/215603/640x640_rect_60fae9a820c7e2b673acfda30fb81ab2.jpg,https://tabelog.com/fukuoka/A4001/A400104/40004180/
博多もつ鍋 前田屋 大名店,大名,"￥3,000～￥3,999",4000,2.85,4.330089915,1.679118774,0.878489327,1.344827586,1.41954023,https://tblg.k-img.com/restaurant/images/Rvw/265284/640x640_rect_6cc2b834787522314f985b7722f9bb3e.jpg,https://tabelog.com/fukuoka/A4001/A400104/40034461/
大名 NUMBERSHOT,大名,"￥5,000～￥5,999",6000,2.7,3.876154509,2.410701754,3.270676692,1.842105263,1.657894737,https://tblg.k-img.com/restaurant/images/Rvw/270471/640x640_rect_e75282804b3bd43645107941749ffc10.jpg,https://tabelog.com/fukuoka/A4001/A400104/40045160/
ベトナムビストロasiatico,大名,"￥2,000～￥2,999",3000,2.7,4.2297398,2.523507463,1.567164179,1.223880597,1.843283582,https://tblg.k-img.com/restaurant/images/Rvw/253328/640x640_rect_d4c88640d71f47ecb1269bd80e79738e.jpg,https://tabelog.com/fukuoka/A4001/A400104/40035664/
食堂Light,大名,"￥3,000～￥3,999",4000,2.7,4.810374464,2.332352941,0.714285714,1.588235294,2.852941176,https://tblg.k-img.com/restaurant/images/Rvw/258744/640x640_rect_b95bb65bb85291afe0bc72c79a119d9b.jpg,https://tabelog.com/fukuoka/A4001/A400104/40066489/
寺田屋,大名,"￥6,000～￥7,999",8000,2.65,4.172816055,3.030823293,0.714285714,3.048192771,0.740963855,https://tblg.k-img.com/restaurant/images/Rvw/66556/66556675.jpg,https://tabelog.com/fukuoka/A4001/A400104/40004303/
水炊き 積,大名,"￥6,000～￥7,999",8000,2.65,4.824086876,1.566666667,0.714285714,1.344827586,1.362068966,https://tblg.k-img.com/restaurant/images/Rvw/261904/640x640_rect_db3e2d6534cf63928b4178dba870b658.jpg,https://tabelog.com/fukuoka/A4001/A400104/40032494/
マハロ大人の隠れ家 大名店,大名,"￥4,000～￥4,999",5000,2.6,4.824614485,2.29037037,2.619047619,2.555555556,1.833333333,https://tblg.k-img.com/restaurant/images/Rvw/211286/640x640_rect_fbff83e2849bd580cdd5b62286b9ed9e.jpg,https://tabelog.com/fukuoka/A4001/A400104/40026032/
セイロン,大名,"￥2,000～￥2,999",3000,2.55,4.592359909,1.965981735,1.301369863,1.273972603,1.595890411,https://tblg.k-img.com/restaurant/images/Rvw/258384/640x640_rect_e2c861452b6679d6e2c6c42dedcb64b3.jpg,https://tabelog.com/fukuoka/A4001/A400104/40048274/
ニコ アパルトマン,大名,"￥5,000～￥5,999",6000,2.55,4.485277817,1.367838542,1.160714286,2.09375,0.8125,https://tblg.k-img.com/restaurant/images/Rvw/257021/640x640_rect_c2789565ef1302489366839fe7d5fbef.jpg,https://tabelog.com/fukuoka/A4001/A400104/40047987/
雄屋,大名,"￥4,000～￥4,999",5000,2.5,3.65370883,2.46965812,0.714285714,1.384615385,1.269230769,https://tblg.k-img.com/restaurant/images/Rvw/210662/640x640_rect_3ffe78d6c172504ced00b9d402bacdbd.jpg,https://tabelog.com/fukuoka/A4001/A400104/40000149/
豚そば 月や 大名店,大名,"￥1,000～￥1,999",2000,2.45,4.64012417,1.741326531,1.443148688,1,1.112244898,https://tblg.k-img.com/restaurant/images/Rvw/266638/640x640_rect_a7f62dba7caa7607fee36e18f8e323c2.jpg,https://tabelog.com/fukuoka/A4001/A400104/40053122/
たら福 大名店,大名,"￥6,000～￥7,999",8000,2.35,3.473171395,1.710573477,0.714285714,1.053763441,0.930107527,https://tblg.k-img.com/restaurant/images/Rvw/263213/640x640_rect_dcb3a53a2d2919aad850d5e656bd5c8d.jpg,https://tabelog.com/fukuoka/A4001/A400104/40000805/
やさい巻き串屋 ねじけもん,大名,"￥5,000～￥5,999",6000,2.35,3.39824324,1.398768939,0.876623377,1.170454545,0.840909091,https://tblg.k-img.com/restaurant/images/Rvw/222980/640x640_rect_18e881c2bd2537598b68dda55e040db7.jpg,https://tabelog.com/fukuoka/A4001/A400104/40028622/
池田屋,大名,"￥5,000～￥5,999",6000,2.3,4.561607119,2.060144928,0.714285714,2.666666667,0.789855072,https://tblg.k-img.com/restaurant/images/Rvw/241233/640x640_rect_291a6d5d0e7defc1c2e991f6fb4ad3d9.jpg,https://tabelog.com/fukuoka/A4001/A400104/40004452/
岩瀬串店,大名,"￥1,000～￥1,999",2000,2.3,3.571132877,2.29556962,3.96925859,1.253164557,1.386075949,https://tblg.k-img.com/restaurant/images/Rvw/270574/640x640_rect_b0a90b0aad53f82372383483ede1f4cf.jpg,https://tabelog.com/fukuoka/A4001/A400104/40049474/
麺処極み 大名店,大名,"￥1,000～￥1,999",2000,2.25,3.9627469,2.183333333,0.907335907,1.405405405,0.905405405,https://tblg.k-img.com/restaurant/images/Rvw/257562/640x640_rect_9e22e1d7c62b0881dbe8bf66697d0aad.jpg,https://tabelog.com/fukuoka/A4001/A400104/40041167/
食堂 うめぼし,大名,"￥2,000～￥2,999",3000,2.2,3.849603964,1.896354167,0.892857143,1.1875,1.25,https://tblg.k-img.com/restaurant/images/Rvw/94713/640x640_rect_94713746.jpg,https://tabelog.com/fukuoka/A4001/A400104/40048823/
ふじけん 大名店,大名,"￥5,000～￥5,999",6000,2.2,3.673536732,1.997402597,0.899814471,1.25974026,1.668831169,https://tblg.k-img.com/restaurant/images/Rvw/231254/640x640_rect_c38884ea8e4480ac07ba951d0122136e.jpg,https://tabelog.com/fukuoka/A4001/A400104/40005869/
串焼まつすけ 大名本店,大名,"￥5,000～￥5,999",6000,2.05,4.589230861,1.057346491,1.090225564,1.263157895,0.763157895,https://tblg.k-img.com/restaurant/images/Rvw/266730/640x640_rect_76ca632a71265c8ca1d8672dd12a4d90.jpg,https://tabelog.com/fukuoka/A4001/A400104/40002760/
幸龍,大名,"￥1,000～￥1,999",2000,2.05,3.848604364,1.664977477,0.714285714,1.067567568,0.5,https://tblg.k-img.com/restaurant/images/Rvw/264366/640x640_rect_2660668e11c9b6d5be6f28990cc01613.jpg,https://tabelog.com/fukuoka/A4001/A400104/40038042/
小谷酒舗,大名,～￥999,1000,2.05,4.800773996,2.306691919,0.714285714,1.454545455,1.409090909,https://tblg.k-img.com/restaurant/images/Rvw/261516/640x640_rect_a7e922a2f68ca2d495c4472aa1ebd9a5.jpg,https://tabelog.com/fukuoka/A4001/A400104/40030907/
博多の屋台横丁 喜水丸,大名,"￥4,000～￥4,999",5000,2.05,3.644235757,2.813293651,0.714285714,1,1.69047619,https://tblg.k-img.com/restaurant/images/Rvw/262625/640x640_rect_19d9985d37be8928ed1567491b3f8592.jpg,https://tabelog.com/fukuoka/A4001/A400104/40065868/
海鮮食堂 すいか,大名,"￥4,000～￥4,999",5000,2,4.462682175,2.042647059,0.714285714,1.147058824,0.794117647,https://tblg.k-img.com/restaurant/images/Rvw/240733/640x640_rect_917d96029f153a4ae38a2ee9ffe7ad6d.jpg,https://tabelog.com/fukuoka/A4001/A400104/40005328/
立ち呑みとうどん みのり,大名,"￥2,000～￥2,999",3000,2,4.821056569,2.348263889,0.714285714,1.3125,0.5,https://tblg.k-img.com/restaurant/images/Rvw/261945/640x640_rect_d838fb7987a80670dfa893289b188961.jpg,https://tabelog.com/fukuoka/A4001/A400104/40046715/
大衆中華酒場 六根,大名,"￥1,000～￥1,999",2000,2,3.423322885,2.114912281,0.714285714,1.131578947,0.763157895,https://tblg.k-img.com/restaurant/images/Rvw/264338/640x640_rect_4c36e42e65c1ce2f6ae27e6264f8ea7d.jpg,https://tabelog.com/fukuoka/A4001/A400104/40057050/
土竜が俺を呼んでいる,大名,"￥3,000～￥3,999",4000,1.95,4.228827099,4.633838384,0.930735931,1.984848485,1.257575758,https://tblg.k-img.com/restaurant/images/Rvw/18935/640x640_rect_18935620.jpg,https://tabelog.com/fukuoka/A4001/A400104/40020106/
とりぶどう 大名店,大名,"￥5,000～￥5,999",6000,1.8,4.8168,1.64692029,2.888198758,5.02173913,1.369565217,https://tblg.k-img.com/restaurant/images/Rvw/269122/640x640_rect_f6f4f3e9df1d0f9aee4477f907cb2c01.jpg,https://tabelog.com/fukuoka/A4001/A400104/40055402/
本格焼鳥大名へて 参,大名,"￥4,000～￥4,999",5000,1.8,4.824413352,2.133072917,1.160714286,1,2.0625,https://tblg.k-img.com/restaurant/images/Rvw/164672/640x640_rect_e228ea7f5b6e8f051d99ea5c5a39d2e8.jpg,https://tabelog.com/fukuoka/A4001/A400104/40049017/
italian bar TAKA’s KITCHEN,大名,"￥3,000～￥3,999",4000,1.75,3.732302357,2.246396396,2.644787645,2.283783784,1.310810811,https://tblg.k-img.com/restaurant/images/Rvw/234380/640x640_rect_bae5ec7eb03ed085c219defd91550189.jpg,https://tabelog.com/fukuoka/A4001/A400104/40025164/
大名 つつじ庵,大名,"￥5,000～￥5,999",6000,1.75,4.824110508,2.183333333,1.06271777,2.341463415,0.987804878,https://tblg.k-img.com/restaurant/images/Rvw/187264/640x640_rect_3ce5e58c8ab9d54601ed3700b23f12bc.jpg,https://tabelog.com/fukuoka/A4001/A400104/40000815/
煮こみ　 大名店,大名,"￥3,000～￥3,999",4000,1.7,4.219839173,2.792176871,1.005830904,1.204081633,0.704081633,https://tblg.k-img.com/restaurant/images/Rvw/221726/640x640_rect_a6309c11b9c6224b1aab2122d94981b8.jpg,https://tabelog.com/fukuoka/A4001/A400104/40027579/
晴れと日常,大名,"￥5,000～￥5,999",6000,1.65,4.824640259,1.652272727,0.714285714,1.303030303,1.106060606,https://tblg.k-img.com/restaurant/images/Rvw/220530/640x640_rect_c94fbc67baafea2f63a2ccc4d689e8c6.jpg,https://tabelog.com/fukuoka/A4001/A400104/40059608/
水産卸直営酒場 ぎんりん,大名,"￥5,000～￥5,999",6000,1.6,3.719813371,1.846164021,1.394557823,1.238095238,0.658730159,https://tblg.k-img.com/restaurant/images/Rvw/91144/640x640_rect_91144179.jpg,https://tabelog.com/fukuoka/A4001/A400104/40047627/
博多炉端スタイル 笑う魚,大名,"￥4,000～￥4,999",5000,1.6,4.815203148,1.669672131,0.948477752,1.737704918,1.81147541,https://tblg.k-img.com/restaurant/images/Rvw/266166/640x640_rect_6a0611852ef4caf4aa667fdd28369fe1.jpg,https://tabelog.com/fukuoka/A4001/A400104/40027347/
土を喰う 焼とり あお季,大名,"￥6,000～￥7,999",8000,1.6,3.663834717,2.141935484,1.175115207,2.612903226,2.435483871,https://tblg.k-img.com/restaurant/images/Rvw/244169/640x640_rect_04afcf99ac92146fad9d17850d59361a.jpg,https://tabelog.com/fukuoka/A4001/A400104/40065791/
野菜巻き串屋 muco－no ねじけもん,大名,"￥4,000～￥4,999",5000,1.55,3.940211138,1.889393939,2.012987013,1.909090909,0.5,https://tblg.k-img.com/restaurant/images/Rvw/231311/640x640_rect_4c78a823a12140021c84f28e3eb4ca32.jpg,https://tabelog.com/fukuoka/A4001/A400104/40048132/
クヮッチースパイス ユクル,大名,"￥1,000～￥1,999",2000,1.55,4.76411823,2.157258065,0.714285714,1,0.5,https://tblg.k-img.com/restaurant/images/Rvw/249028/640x640_rect_12ec35276116ae49750e37460113f8bf.jpg,https://tabelog.com/fukuoka/A4001/A400104/40057880/
博多水炊きと焼き鳥ときどきフレンチ ことぷろ 博多本店,大名,"￥5,000～￥5,999",6000,1.5,4.180249253,2.15952381,1.734693878,1.238095238,0.976190476,https://tblg.k-img.com/restaurant/images/Rvw/269405/640x640_rect_12494774537b09c4bbbc70fe8245e704.jpg,https://tabelog.com/fukuoka/A4001/A400104/40059707/
人情酒場 初雪 大名店,大名,"￥3,000～￥3,999",4000,1.5,4.635692003,1.609408602,0.714285714,1,1.14516129,https://tblg.k-img.com/restaurant/images/Rvw/208427/640x640_rect_9e0aeb1c9b17d9c511edb139bd154f5f.jpg,https://tabelog.com/fukuoka/A4001/A400104/40050209/
もつ鍋 仙頭,大名,"￥4,000～￥4,999",5000,1.5,4.323916743,1.390046296,1.507936508,1.694444444,1.055555556,https://tblg.k-img.com/restaurant/images/Rvw/256803/640x640_rect_1ef896cf2c1b0eb7ab0995bd93eebaac.jpg,https://tabelog.com/fukuoka/A4001/A400104/40064574/
一伍屋 福岡大名,大名,"￥4,000～￥4,999",5000,1.45,4.482438438,1.907704403,0.983827493,1.471698113,1.254716981,https://tblg.k-img.com/restaurant/images/Rvw/256824/640x640_rect_b3a4185440f6ba9029bba6b3aaee4126.jpg,https://tabelog.com/fukuoka/A4001/A400104/40026430/
コマツ 大名店,大名,"￥3,000～￥3,999",4000,1.45,4.014267361,2.076515152,1.363636364,2.25,0.954545455,https://tblg.k-img.com/restaurant/images/Rvw/269297/640x640_rect_cfe7c8804db6d0e4a2399ad13620237d.jpg,https://tabelog.com/fukuoka/A4001/A400104/40029179/
銀座酒場 マルダイ 大名,大名,"￥5,000～￥5,999",6000,1.45,3.570585778,1.881395349,2.707641196,1.930232558,1.895348837,https://tblg.k-img.com/restaurant/images/Rvw/223170/640x640_rect_2e1483d6e5996c15d0166e0d44ee8d67.jpg,https://tabelog.com/fukuoka/A4001/A400104/40048165/
博多海鮮処まんぷく屋 大名店,大名,"￥3,000～￥3,999",4000,1.4,4.10328722,1.401333333,0.714285714,1.4,1.1,https://tblg.k-img.com/restaurant/images/Rvw/216286/640x640_rect_a80ef0126d9649d196699d0d22ab1461.jpg,https://tabelog.com/fukuoka/A4001/A400104/40039590/
黒豚あじと 福岡赤坂店,大名,"￥4,000～￥4,999",5000,1.4,4.822867555,2.217234848,1.038961039,1.340909091,0.727272727,https://tblg.k-img.com/restaurant/images/Rvw/259661/640x640_rect_d03930fc7f1bf28d765266b183e48842.jpg,https://tabelog.com/fukuoka/A4001/A400104/40038385/
おでんと日本酒 卸,大名,"￥4,000～￥4,999",5000,1.35,3.816300335,2.112037037,1.507936508,1.138888889,1.888888889,https://tblg.k-img.com/restaurant/images/Rvw/226360/640x640_rect_5eb997fb4cedfdb08fb82453d246147f.jpg,https://tabelog.com/fukuoka/A4001/A400104/40047419/
地どりや 隆勝,大名,"￥3,000～￥3,999",4000,1.35,4.319479073,2.337037037,0.714285714,1.694444444,0.777777778,https://tblg.k-img.com/restaurant/images/Rvw/218083/640x640_rect_60a20d252d81be49aecf37c44ad8dc01.jpg,https://tabelog.com/fukuoka/A4001/A400104/40000750/
炭寅 天神店,大名,"￥4,000～￥4,999",5000,1.3,4.497028052,2.407432432,2.258687259,1.405405405,1.445945946,https://tblg.k-img.com/restaurant/images/Rvw/880/880492.jpg,https://tabelog.com/fukuoka/A4001/A400104/40001519/
博多 和牛料理 個室 瑞祥,大名,"￥6,000～￥7,999",8000,1.3,4.370792209,1.424468085,0.714285714,2.170212766,1.776595745,https://tblg.k-img.com/restaurant/images/Rvw/90592/320x320_square_90592529.jpg,https://tabelog.com/fukuoka/A4001/A400104/40043305/
寺田屋 すみ処,大名,"￥5,000～￥5,999",6000,1.3,4.338083961,1.459234234,0.714285714,1.27027027,1.581081081,https://tblg.k-img.com/restaurant/images/Rvw/245016/640x640_rect_53dec82dc75d49d5945912b6a87a8e29.jpg,https://tabelog.com/fukuoka/A4001/A400104/40006473/
月○海 大名店,大名,"￥3,000～￥3,999",4000,1.3,4.242544552,1.735483871,1.175115207,1.322580645,0.5,https://tblg.k-img.com/restaurant/images/Rvw/46698/640x640_rect_46698877.jpg,https://tabelog.com/fukuoka/A4001/A400104/40001321/
ツクネスタンダード,大名,"￥3,000～￥3,999",4000,1.25,3.622842998,1.416388889,2.142857143,1.833333333,0.833333333,https://tblg.k-img.com/restaurant/images/Rvw/258520/640x640_rect_457d52421201d6409800df92277599da.jpg,https://tabelog.com/fukuoka/A4001/A400104/40063205/
大名食堂,大名,"￥2,000～￥2,999",3000,1.25,4.029992253,3.293872549,1.134453782,1.147058824,0.794117647,https://tblg.k-img.com/restaurant/images/Rvw/161310/640x640_rect_161310825.jpg,https://tabelog.com/fukuoka/A4001/A400104/40045158/
炉ばた 一,大名,"￥4,000～￥4,999",5000,1.15,4.43889361,1.415957447,1.626139818,1.531914894,1.35106383,https://tblg.k-img.com/restaurant/images/Rvw/268898/640x640_rect_f487374e33f2e51a99d02ae62459ce49.jpg,https://tabelog.com/fukuoka/A4001/A400104/40046543/
とりかわ博多 かわっこ 大名店,大名,"￥4,000～￥4,999",5000,1.1,4.433807721,1.615942029,1.956521739,2.304347826,1.586956522,https://tblg.k-img.com/restaurant/images/Rvw/231256/640x640_rect_8fbe6c075efcdb052624798c6529e2b2.jpg,https://tabelog.com/fukuoka/A4001/A400104/40050399/
焼きとり 鳥史,大名,"￥6,000～￥7,999",8000,1.05,3.955268151,1.944814815,2.936507937,3.444444444,0.722222222,https://tblg.k-img.com/restaurant/images/Rvw/235015/640x640_rect_9cb273cbc069aacd957a7b66a382ad05.jpg,https://tabelog.com/fukuoka/A4001/A400104/40041343/
