store_name,place,range_money,max_money,star_score_re,posi_nega_score_re,satisfy_score_re,insta_score_re,calm_score_re,service_score_re,picture_url,link_url
きはる,天神,"￥6,000～￥7,999",8000,3.7,4.824320154,2.571267361,0.714285714,1.3125,0.916666667,https://tblg.k-img.com/restaurant/images/Rvw/147764/640x640_rect_147764799.jpg,https://tabelog.com/fukuoka/A4001/A400103/40021428/
きはるの胡麻鯖や,天神,"￥4,000～￥4,999",5000,3.55,4.359994059,2.688583333,1,1.35,2.7,https://tblg.k-img.com/restaurant/images/Rvw/79824/640x640_rect_79824274.jpg,https://tabelog.com/fukuoka/A4001/A400103/40004429/
お料理 山乃口,天神,"￥10,000～￥14,999",15000,3.55,3.656475481,2.203556911,0.888501742,1.182926829,1.841463415,https://tblg.k-img.com/restaurant/images/Rvw/261516/640x640_rect_696a592aea3eb4822deba726e7d3ed56.jpg,https://tabelog.com/fukuoka/A4001/A400103/40050556/
三原豆腐店,天神,"￥4,000～￥4,999",5000,3.5,4.242001119,2.769148936,2.234042553,1.744680851,1.563829787,https://tblg.k-img.com/restaurant/images/Rvw/31863/640x640_rect_31863858.jpg,https://tabelog.com/fukuoka/A4001/A400103/40031335/
藁焼 みかん,天神,"￥8,000～￥9,999",10000,3.5,4.823655495,2.515340909,1.688311688,1.909090909,2.090909091,https://tblg.k-img.com/restaurant/images/Rvw/267985/640x640_rect_f2118ba32b76163f04c082a95c3ef49b.jpg,https://tabelog.com/fukuoka/A4001/A400103/40059506/
九〇萬,天神,"￥10,000～￥14,999",15000,3.4,3.938279509,2.70068306,2.587822014,3.049180328,1.975409836,https://tblg.k-img.com/restaurant/images/Rvw/268113/640x640_rect_e88d1d12dd6a9f98b1b897d3154bb844.jpg,https://tabelog.com/fukuoka/A4001/A400103/40039962/
元祖博多めんたい重,天神,"￥2,000～￥2,999",3000,3.35,4.233288308,2.187037037,0.714285714,1.505050505,0.904040404,https://tblg.k-img.com/restaurant/images/Rvw/87283/640x640_rect_87283977.jpg,https://tabelog.com/fukuoka/A4001/A400103/40025222/
食事と酒処 真,天神,"￥1,000～￥1,999",2000,3.3,4.091683074,2.102040816,0.714285714,1.102040816,0.602040816,https://tblg.k-img.com/restaurant/images/Rvw/187268/640x640_rect_df02b912cc958512d04a76381e450cee.jpg,https://tabelog.com/fukuoka/A4001/A400103/40003911/
魚ト肴いとおかし,天神,"￥8,000～￥9,999",10000,3.3,4.823546386,2.021768707,0.860058309,1.153061224,1.316326531,https://tblg.k-img.com/restaurant/images/Rvw/270866/640x640_rect_9f6d054a399463974517631e8483cad8.jpg,https://tabelog.com/fukuoka/A4001/A400103/40053841/
炉ばた雷橋,天神,"￥4,000～￥4,999",5000,3.3,3.732037781,1.994817073,0.714285714,1.182926829,2.695121951,https://tblg.k-img.com/restaurant/images/Rvw/263897/640x640_rect_90f05105a23d9707467eb466732a5798.jpg,https://tabelog.com/fukuoka/A4001/A400103/40022410/
食堂 ぎんみ,天神,"￥10,000～￥14,999",15000,3.3,3.875673392,2.586371528,1.458333333,1.729166667,2.583333333,https://tblg.k-img.com/restaurant/images/Rvw/270659/640x640_rect_3377d97615b316e41d4bdf33c74983f9.jpg,https://tabelog.com/fukuoka/A4001/A400103/40050274/
やきとり稲田,天神,"￥8,000～￥9,999",10000,3.3,4.644294544,2.045769231,0.934065934,1.692307692,0.961538462,https://tblg.k-img.com/restaurant/images/Rvw/244205/640x640_rect_9c98ba5fd1b53a0b8dfe6bd0ffa3ec14.jpg,https://tabelog.com/fukuoka/A4001/A400103/40038405/
ゴーサイン食堂,天神,"￥6,000～￥7,999",8000,3.2,4.46520682,2.426243781,0.714285714,1.746268657,1.395522388,https://tblg.k-img.com/restaurant/images/Rvw/267989/640x640_rect_0b69114021aaeccdfdc04e1cc5b9b1bf.jpg,https://tabelog.com/fukuoka/A4001/A400103/40030387/
神戸焼肉かんてき 春吉店,天神,"￥10,000～￥14,999",15000,3.2,3.489809028,1.960526316,1.090225564,1.657894737,2.078947368,https://tblg.k-img.com/restaurant/images/Rvw/267499/640x640_rect_a8ea020a25680f9462de85b681669c61.jpg,https://tabelog.com/fukuoka/A4001/A400103/40065153/
串焼 博多 松介,天神,"￥6,000～￥7,999",8000,3.15,4.820808047,1.916052632,1.015037594,1.789473684,1.657894737,https://tblg.k-img.com/restaurant/images/Rvw/246139/640x640_rect_3d9a25b456253dd3cd44a0edac5a86b7.jpg,https://tabelog.com/fukuoka/A4001/A400103/40003618/
あまの,天神,"￥8,000～￥9,999",10000,3.15,4.823665458,1.667655367,0.714285714,1.338983051,0.5,https://tblg.k-img.com/restaurant/images/Rvw/270874/640x640_rect_8a7ba8b1a8f7f38a0dba14e27c8560ac.jpg,https://tabelog.com/fukuoka/A4001/A400103/40042330/
春吉くじら,天神,"￥10,000～￥14,999",15000,3.15,4.208285926,1.825847458,1.198547215,2.86440678,1.008474576,https://tblg.k-img.com/restaurant/images/Rvw/213525/640x640_rect_d2a848eb62cf6abbef981aa7baf5b299.jpg,https://tabelog.com/fukuoka/A4001/A400103/40057683/
しん進,天神,"￥8,000～￥9,999",10000,3.15,4.749437813,3.066527778,1.19047619,1.666666667,2.5,https://tblg.k-img.com/restaurant/images/Rvw/257881/640x640_rect_aa73797a0f8e45760dc6ecd2a2f92839.jpg,https://tabelog.com/fukuoka/A4001/A400103/40011666/
ぶりしゃぶ鍋 ますとみ 天神店,天神,"￥6,000～￥7,999",8000,3.15,4.805111596,2.239534884,0.714285714,1.581395349,0.73255814,https://tblg.k-img.com/restaurant/images/Rvw/229352/640x640_rect_5e86435d2e25e738b6326426da9d6152.jpg,https://tabelog.com/fukuoka/A4001/A400103/40035684/
柳町 一刻堂 春吉店,天神,"￥8,000～￥9,999",10000,3.1,4.373658566,2.518209877,1.419753086,1.49382716,3.339506173,https://tblg.k-img.com/restaurant/images/Rvw/265669/640x640_rect_a070abfa0ca19ece7c635e3b20549565.jpg,https://tabelog.com/fukuoka/A4001/A400103/40000022/
食堂 光,天神,"￥3,000～￥3,999",4000,3.1,4.822899002,2.733531746,0.714285714,1.119047619,0.976190476,https://tblg.k-img.com/restaurant/images/Rvw/269909/640x640_rect_09a69f685c97f3e2c300fcfb297d885e.jpg,https://tabelog.com/fukuoka/A4001/A400103/40062132/
KUROKI,天神,"￥10,000～￥14,999",15000,3.1,3.956437085,1.544379845,1.046511628,1.930232558,0.965116279,https://tblg.k-img.com/restaurant/images/Rvw/269693/640x640_rect_8f7ca23dc26b58de14a9461cc541f3a9.jpg,https://tabelog.com/fukuoka/A4001/A400103/40051720/
はんやかどのくーた,天神,"￥10,000～￥14,999",15000,3.05,4.307128262,1.469031532,1.293436293,1.540540541,1.310810811,https://tblg.k-img.com/restaurant/images/Rvw/252781/640x640_rect_17a8ed999bf9cc8f17a80e0479aed816.jpg,https://tabelog.com/fukuoka/A4001/A400103/40006783/
天神 NUMBERSHOT,天神,"￥3,000～￥3,999",4000,3.05,4.380089552,2.327572016,2.477954145,1.12345679,1.240740741,https://tblg.k-img.com/restaurant/images/Rvw/268699/640x640_rect_6811071ef925c8475472380d8a6e84e4.jpg,https://tabelog.com/fukuoka/A4001/A400103/40060032/
安兵衛,天神,"￥4,000～￥4,999",5000,3.05,4.584690232,2.563513514,0.714285714,1.810810811,3.608108108,https://tblg.k-img.com/restaurant/images/Rvw/86043/640x640_rect_86043375.jpg,https://tabelog.com/fukuoka/A4001/A400103/40000780/
山バスク,天神,"￥5,000～￥5,999",6000,3.05,4.021809417,1.740422886,1.567164179,1.746268657,1.395522388,https://tblg.k-img.com/restaurant/images/Rvw/212573/640x640_rect_c64487b8e4511f96b4cbb0f6751e581f.jpg,https://tabelog.com/fukuoka/A4001/A400103/40043854/
水魚,天神,"￥5,000～￥5,999",6000,3,4.606496011,1.319123932,0.897435897,1.833333333,1.141025641,https://tblg.k-img.com/restaurant/images/Rvw/268343/640x640_rect_d47091fa6a26658f3a872938b3e96280.jpg,https://tabelog.com/fukuoka/A4001/A400103/40002038/
ふーずばーきんしゃい,天神,"￥4,000～￥4,999",5000,3,4.073572561,1.565046296,0.912698413,1.555555556,1.055555556,https://tblg.k-img.com/restaurant/images/Rvw/266407/640x640_rect_4e0e4555047821874a20a201bd4cad0d.jpg,https://tabelog.com/fukuoka/A4001/A400103/40013171/
福岡博多の料理屋どんでんがえし,天神,"￥10,000～￥14,999",15000,3,3.6382864,1.755277778,0.952380952,2.916666667,2.166666667,https://tblg.k-img.com/restaurant/images/Rvw/248211/640x640_rect_b70a3379f61e26810e75fc157350c9dd.jpg,https://tabelog.com/fukuoka/A4001/A400103/40001761/
ごま鯖や げん志,天神,"￥5,000～￥5,999",6000,3,4.820221111,1.734876543,0.714285714,1.277777778,0.87037037,https://tblg.k-img.com/restaurant/images/Rvw/250023/640x640_rect_243746337a022c03b9213dfbffeab239.jpg,https://tabelog.com/fukuoka/A4001/A400103/40052817/
焼肉 牛仙人,天神,"￥8,000～￥9,999",10000,3,4.217042538,1.942937853,0.956416465,2.016949153,2.194915254,https://tblg.k-img.com/restaurant/images/Rvw/246919/640x640_rect_19f450065cd9bb93e3c3202bca16d138.jpg,https://tabelog.com/fukuoka/A4001/A400103/40024911/
猫と魚,天神,"￥3,000～￥3,999",4000,3,4.425489975,3.674652778,0.714285714,1.833333333,2.791666667,https://tblg.k-img.com/restaurant/images/Rvw/266137/640x640_rect_98bc37b3bbaff90d38c410bd086f5ffa.jpg,https://tabelog.com/fukuoka/A4001/A400103/40003281/
弥太郎うどん,天神,～￥999,1000,2.95,4.060954051,1.876666667,0.714285714,1.052631579,0.815789474,https://tblg.k-img.com/restaurant/images/Rvw/224938/640x640_rect_5c9bc7aba7d9eedd5a0216bb218c0a13.jpg,https://tabelog.com/fukuoka/A4001/A400103/40010167/
Akamiya COWSI,天神,"￥10,000～￥14,999",15000,2.95,3.881429747,2.328245614,1.015037594,2.210526316,1.026315789,https://tblg.k-img.com/restaurant/images/Rvw/108100/320x320_square_108100489.jpg,https://tabelog.com/fukuoka/A4001/A400103/40037316/
旬の鮮魚と魂の煮込み 照 渡辺通り店,天神,"￥5,000～￥5,999",6000,2.95,4.503283931,2.011835749,1.128364389,1.362318841,0.789855072,https://tblg.k-img.com/restaurant/images/Rvw/261167/640x640_rect_6c331b455af941f109c83b1574b3f9bf.jpg,https://tabelog.com/fukuoka/A4001/A400103/40029867/
やきとり 六三四,天神,"￥4,000～￥4,999",5000,2.9,4.351222823,1.727083333,0.714285714,1.197368421,2.210526316,https://tblg.k-img.com/restaurant/images/Rvw/87284/640x640_rect_87284638.jpg,https://tabelog.com/fukuoka/A4001/A400103/40032880/
晴れたり曇ったり,天神,"￥6,000～￥7,999",8000,2.9,4.475032456,2.032921811,0.714285714,1.12345679,1.487654321,https://tblg.k-img.com/restaurant/images/Rvw/262202/640x640_rect_4b5877e4cf77a5be13fc1a7387ef4f55.jpg,https://tabelog.com/fukuoka/A4001/A400103/40001393/
鶏や 久本,天神,"￥4,000～￥4,999",5000,2.9,4.113961681,2.73629386,0.714285714,1.394736842,1.157894737,https://tblg.k-img.com/restaurant/images/Rvw/267700/640x640_rect_75a7dfb9ff77e28b69339b3e4b8824f5.jpg,https://tabelog.com/fukuoka/A4001/A400103/40065134/
あげ升,天神,"￥4,000～￥4,999",5000,2.9,4.809797273,2.193809524,0.714285714,1.571428571,1.357142857,https://tblg.k-img.com/restaurant/images/Rvw/18996/640x640_rect_18996117.jpg,https://tabelog.com/fukuoka/A4001/A400103/40002988/
博多らーめん ShinShin 天神本店,天神,"￥1,000～￥1,999",2000,2.85,3.818744672,1.750916667,0.714285714,1.05,1.7,https://tblg.k-img.com/restaurant/images/Rvw/190934/640x640_rect_9b5c46e06330e8657cfc077a1af450f2.jpg,https://tabelog.com/fukuoka/A4001/A400103/40004980/
牛もつ鍋 おおいし 住吉店,天神,"￥4,000～￥4,999",5000,2.85,4.494748009,2.136904762,0.860058309,1.255102041,0.908163265,https://tblg.k-img.com/restaurant/images/Rvw/248348/640x640_rect_398c7e01ce66106607d0f90e1a48e4d0.jpg,https://tabelog.com/fukuoka/A4001/A400103/40000463/
酒と蕎麦 まき野,天神,"￥5,000～￥5,999",6000,2.85,4.395781488,1.656740196,1.134453782,1.661764706,1.088235294,https://tblg.k-img.com/restaurant/images/Rvw/46527/640x640_rect_46527523.jpg,https://tabelog.com/fukuoka/A4001/A400103/40041324/
博多 古家,天神,"￥8,000～￥9,999",10000,2.85,4.080147698,1.570319635,1.301369863,1.410958904,1.732876712,https://tblg.k-img.com/restaurant/images/Rvw/231716/640x640_rect_098a84bf2c0033acaebe7c50deb3ecb5.jpg,https://tabelog.com/fukuoka/A4001/A400103/40001788/
喜家,天神,"￥10,000～￥14,999",15000,2.85,3.377262615,2.717708333,0.9375,1.625,1.28125,https://tblg.k-img.com/restaurant/images/Rvw/218078/640x640_rect_43c3ebc2f4f1c900c3ab56873e89e288.jpg,https://tabelog.com/fukuoka/A4001/A400103/40013573/
一刻,天神,"￥10,000～￥14,999",15000,2.85,4.179327406,1.515029762,1.224489796,1.625,1.392857143,https://tblg.k-img.com/restaurant/images/Rvw/244523/640x640_rect_f5f8c68d0f2414c1ce647c16cec5915c.jpg,https://tabelog.com/fukuoka/A4001/A400103/40064519/
comodo,天神,"￥6,000～￥7,999",8000,2.85,4.323304776,2.271111111,2.142857143,1.333333333,1.833333333,https://tblg.k-img.com/restaurant/images/Rvw/269689/640x640_rect_dfcdd8e1c12a50637da77746a04bc8f8.jpg,https://tabelog.com/fukuoka/A4001/A400103/40062297/
